Student_ID,Branch,Year,Gender,Attendance,Previous_CGPA,Internal_Marks,Assignment_Score,Study_Hours,LMS_Activity,Library_Visits,Lab_Usage,Certifications,Projects,Hackathons,Internships,Commute_Time,Backlogs,Final_CGPA,Academic_Status,Risk_Level
STU0349,ECE,3rd Year,Male,76.51,8.28,62.47,59.63,3.1,82.1,5,76.97,5,1,0,1,40.16,0,7.53,Good Standing,Low Risk
STU0350,CSE,3rd Year,Female,76.45,8.95,40.0,88.46,1.7,70.51,7,67.23,3,4,1,0,25.99,0,7.15,Needs Attention,Low Risk
STU0351,CSE,4th Year,Female,79.22,8.02,68.14,64.0,6.79,71.83,7,52.54,3,0,2,2,20.27,0,7.84,Good Standing,Low Risk
STU0352,EEE,2nd Year,Male,86.35,7.64,69.11,66.97,6.06,67.16,9,39.15,5,2,0,0,36.64,1,7.39,Needs Attention,Low Risk
STU0353,EEE,3rd Year,Male,85.8,7.1,72.11,52.5,4.95,69.15,5,60.87,1,2,1,2,51.75,0,7.15,Needs Attention,Low Risk
STU0354,Civil,2nd Year,Male,92.0,7.8,87.11,73.76,6.72,93.91,4,70.12,0,1,0,3,39.75,0,8.13,Good Standing,Low Risk
STU0355,Mechanical,3rd Year,Female,71.89,6.76,72.64,70.0,4.84,55.7,7,68.22,0,1,2,0,56.51,0,6.76,Needs Attention,Medium Risk
STU0356,Civil,4th Year,Female,83.89,5.76,74.92,76.18,3.7,72.45,5,85.94,6,4,1,0,55.99,0,6.91,Needs Attention,Medium Risk
STU0357,Mechanical,4th Year,Male,87.27,8.97,84.67,59.9,5.33,72.37,5,75.07,1,3,0,0,54.5,0,8.51,Good Standing,Low Risk
STU0358,Civil,3rd Year,Male,73.26,6.59,72.12,82.81,3.26,86.27,4,64.83,1,4,1,0,55.26,1,6.9,Needs Attention,High Risk
STU0359,ECE,4th Year,Male,77.92,7.21,97.64,51.93,3.01,75.02,9,57.74,2,1,2,0,30.4,0,7.48,Needs Attention,Low Risk
STU0360,EEE,3rd Year,Male,62.5,8.09,56.84,72.89,5.66,75.82,5,43.44,2,3,4,1,54.06,0,7.68,Good Standing,Low Risk
STU0361,CSE,4th Year,Male,89.07,8.79,60.79,75.39,5.78,47.87,6,53.63,2,2,1,0,78.36,0,7.79,Good Standing,Low Risk
STU0362,Mechanical,2nd Year,Male,77.85,7.73,79.37,74.69,2.59,55.06,0,90.37,3,1,0,1,57.59,0,7.19,Needs Attention,Low Risk
STU0363,Mechanical,4th Year,Female,88.07,6.43,87.05,75.89,2.64,49.33,6,82.97,3,2,2,1,33.02,1,7.0,Needs Attention,Medium Risk
STU0364,CSE,2nd Year,Female,82.06,7.23,69.59,83.46,3.83,28.39,8,74.33,1,0,1,3,29.56,0,6.35,Needs Attention,Low Risk
STU0365,Civil,4th Year,Female,78.15,6.89,59.87,89.9,3.43,74.36,4,62.59,1,2,0,1,42.05,1,6.62,Needs Attention,High Risk
STU0366,Mechanical,2nd Year,Male,64.07,7.47,93.13,72.13,5.21,63.81,6,88.62,3,3,2,0,53.87,0,7.27,Needs Attention,Low Risk
STU0367,ECE,4th Year,Male,65.85,8.61,62.49,62.39,4.57,74.39,3,54.83,1,2,0,1,43.22,0,7.57,Good Standing,Low Risk
STU0368,EEE,2nd Year,Male,54.07,5.22,76.07,80.73,6.25,68.57,3,55.0,1,3,1,2,20.07,1,6.18,Needs Attention,High Risk
STU0369,CSE,3rd Year,Male,74.37,7.13,87.77,70.64,4.98,71.85,7,68.6,2,0,3,0,53.64,0,7.59,Good Standing,Low Risk
STU0370,EEE,3rd Year,Male,100.0,7.06,66.7,89.18,3.53,89.41,4,37.25,4,3,2,1,56.89,0,8.03,Good Standing,Low Risk
STU0371,Mechanical,2nd Year,Male,67.12,6.37,64.53,66.78,1.66,68.12,2,54.41,2,2,0,0,24.2,1,5.66,At Risk,High Risk
STU0372,Mechanical,4th Year,Female,53.69,8.03,65.36,63.7,4.77,78.7,1,66.46,0,2,2,2,57.29,1,6.46,Needs Attention,Medium Risk
STU0373,CSE,2nd Year,Female,89.63,6.23,82.82,75.73,1.93,63.16,7,63.08,4,3,0,1,42.19,0,7.0,Needs Attention,Medium Risk
STU0374,ECE,4th Year,Male,100.0,6.33,84.72,53.11,3.51,81.2,2,55.18,4,1,1,1,48.77,2,6.47,Needs Attention,High Risk
STU0375,CSE-AI,3rd Year,Female,82.98,8.27,72.4,68.39,3.42,48.17,5,100.0,2,6,1,2,49.08,0,7.16,Needs Attention,Low Risk
STU0376,CSE,4th Year,Male,82.89,8.85,94.6,70.04,3.74,38.6,6,90.45,1,0,2,1,45.19,0,7.71,Good Standing,Low Risk
STU0377,CSE-AI,3rd Year,Female,76.9,7.43,72.38,76.65,2.53,100.0,7,95.72,6,2,1,0,32.82,1,6.89,Needs Attention,Medium Risk
STU0378,Civil,4th Year,Male,62.06,6.4,87.51,62.04,3.41,97.38,5,68.51,3,2,1,1,49.0,0,6.63,Needs Attention,Medium Risk
STU0379,CSE-AI,4th Year,Male,65.49,6.87,66.82,63.45,6.22,36.87,5,62.67,0,1,2,0,40.83,2,6.35,Needs Attention,High Risk
STU0380,ECE,4th Year,Female,76.83,8.41,100.0,87.88,6.21,67.42,8,94.02,2,1,0,3,45.93,0,8.25,Good Standing,Low Risk
STU0381,Civil,2nd Year,Female,74.92,7.6,90.84,73.84,6.8,70.4,5,71.28,2,1,0,0,35.09,0,8.17,Good Standing,Low Risk
STU0382,CSE-AI,2nd Year,Male,78.85,7.41,70.46,84.38,4.52,79.57,6,54.09,2,3,0,1,47.11,0,7.39,Needs Attention,Low Risk
STU0383,Civil,3rd Year,Male,88.29,7.78,89.21,67.5,4.91,95.83,3,55.13,3,0,0,3,39.99,2,7.85,Good Standing,Medium Risk
STU0384,CSE-AI,3rd Year,Female,74.18,7.47,88.61,73.35,6.24,51.02,9,65.13,3,5,1,2,21.96,1,7.46,Needs Attention,Medium Risk
STU0385,ECE,2nd Year,Female,88.5,8.89,90.64,76.57,2.29,51.88,5,69.67,1,0,0,1,49.66,0,7.93,Good Standing,Low Risk
STU0386,CSE-AI,3rd Year,Male,74.25,6.83,42.22,94.97,5.71,67.98,5,71.22,3,2,0,1,59.45,1,6.59,Needs Attention,High Risk
STU0387,CSE-AI,2nd Year,Female,90.38,6.72,80.63,71.39,6.45,52.58,7,67.25,1,1,1,0,47.39,0,7.36,Needs Attention,Low Risk
STU0388,CSE-AI,4th Year,Male,80.86,6.25,78.51,72.0,3.17,24.57,4,100.0,3,0,1,1,36.93,1,6.42,Needs Attention,High Risk
STU0389,CSE,3rd Year,Male,75.64,7.01,77.65,87.18,6.57,64.36,6,49.7,1,3,2,0,47.35,0,7.97,Good Standing,Low Risk
STU0390,CSE,3rd Year,Male,80.69,6.52,74.62,69.44,7.59,81.72,4,80.09,0,1,0,2,28.12,0,7.22,Needs Attention,Low Risk
STU0391,CSE,2nd Year,Male,77.06,7.7,74.97,77.42,5.67,67.67,5,62.84,3,1,1,2,54.45,0,7.68,Good Standing,Low Risk
STU0392,ECE,3rd Year,Female,81.13,7.52,87.4,86.13,5.39,77.98,6,69.42,1,2,0,0,56.09,1,7.44,Needs Attention,Low Risk
STU0393,Civil,3rd Year,Female,87.58,6.53,78.47,67.09,2.82,75.7,2,84.11,5,2,1,2,39.55,0,7.27,Needs Attention,Low Risk
STU0394,Mechanical,4th Year,Female,79.13,8.03,74.6,78.09,6.1,51.57,9,43.26,0,1,1,3,42.44,0,7.57,Good Standing,Low Risk
STU0395,CSE-AI,3rd Year,Female,76.3,8.87,85.67,94.95,2.96,69.09,2,55.81,3,2,3,1,22.0,0,7.64,Good Standing,Low Risk
STU0396,CSE-AI,4th Year,Female,68.76,7.82,77.02,85.06,5.05,43.6,5,68.0,3,3,1,1,50.71,1,7.08,Needs Attention,Medium Risk
STU0397,ECE,2nd Year,Female,85.79,5.21,78.16,77.42,5.21,59.81,5,92.14,2,0,0,0,36.18,0,5.94,At Risk,Medium Risk
STU0398,CSE-AI,3rd Year,Female,83.48,9.29,94.4,71.31,1.0,68.81,2,92.06,2,2,3,1,5.0,0,8.16,Good Standing,Low Risk
STU0399,CSE,4th Year,Male,68.18,8.17,66.79,66.75,5.11,67.98,5,89.16,2,2,3,0,42.36,0,7.47,Needs Attention,Low Risk
STU0400,Mechanical,2nd Year,Female,88.35,9.26,53.81,62.14,8.43,47.35,10,37.1,2,1,3,0,38.35,0,7.93,Good Standing,Low Risk
STU0401,EEE,3rd Year,Female,68.02,8.48,72.87,92.12,1.36,50.58,2,54.25,1,1,2,0,22.15,0,7.55,Good Standing,Low Risk
STU0402,CSE-AI,2nd Year,Male,90.29,8.66,74.57,89.79,4.42,72.66,4,54.87,1,1,2,0,57.85,0,7.58,Good Standing,Low Risk
STU0403,CSE,3rd Year,Female,86.88,7.68,80.66,66.11,1.58,81.24,6,69.17,4,2,1,1,32.56,0,7.8,Good Standing,Low Risk
STU0404,EEE,2nd Year,Female,84.2,7.26,73.29,78.05,3.16,64.69,7,42.2,0,3,1,2,27.2,0,7.34,Needs Attention,Low Risk
STU0405,Mechanical,2nd Year,Male,76.23,7.84,81.06,75.34,1.61,63.89,7,86.47,4,0,1,2,60.22,0,6.96,Needs Attention,Low Risk
STU0406,EEE,4th Year,Female,85.76,6.86,100.0,88.21,4.74,82.9,3,40.08,3,2,3,2,47.62,0,7.89,Good Standing,Low Risk
STU0407,CSE,2nd Year,Female,90.76,7.89,81.62,78.59,5.69,55.65,6,85.49,1,4,3,2,22.76,0,8.55,Good Standing,Low Risk
STU0408,Civil,3rd Year,Female,85.92,5.14,83.73,73.73,5.11,95.63,9,83.06,1,0,0,1,40.14,0,7.08,Needs Attention,Medium Risk
STU0409,Civil,3rd Year,Male,73.3,7.54,70.45,67.5,3.1,46.48,6,53.58,4,2,1,3,26.24,0,7.43,Needs Attention,Low Risk
STU0410,EEE,4th Year,Female,82.67,8.71,55.38,78.09,3.59,84.78,8,88.93,4,3,3,2,17.73,0,7.92,Good Standing,Low Risk
STU0411,ECE,3rd Year,Female,91.32,7.58,44.42,69.82,4.91,76.63,7,65.0,2,2,1,2,16.42,0,7.56,Good Standing,Low Risk
STU0412,EEE,3rd Year,Male,100.0,9.05,65.78,76.65,3.15,100.0,4,61.11,0,5,1,1,52.67,0,8.85,Good Standing,Low Risk
STU0413,CSE-AI,3rd Year,Female,77.95,7.26,41.04,73.09,2.51,50.06,3,63.68,0,1,2,0,26.07,0,6.12,Needs Attention,Medium Risk
STU0414,CSE-AI,2nd Year,Male,88.58,8.4,78.16,69.53,4.14,30.66,10,64.96,0,4,0,0,22.66,0,8.03,Good Standing,Low Risk
STU0415,Civil,2nd Year,Male,91.34,6.71,67.41,62.33,3.08,87.99,4,66.34,1,5,2,2,36.29,0,7.45,Needs Attention,Low Risk
STU0416,ECE,3rd Year,Female,71.88,8.37,56.24,80.17,5.12,44.46,3,66.69,0,4,2,0,86.57,0,7.11,Needs Attention,Low Risk
STU0417,CSE,4th Year,Male,97.82,7.71,73.57,74.51,6.45,77.85,10,56.65,1,2,0,2,48.77,1,7.83,Good Standing,Low Risk
STU0418,CSE-AI,2nd Year,Male,69.35,7.3,63.14,95.45,8.4,86.91,12,60.13,3,2,2,1,55.14,2,7.71,Good Standing,High Risk
STU0419,Civil,4th Year,Female,88.09,5.18,77.41,61.61,5.01,74.08,2,61.43,1,1,1,1,23.31,2,6.14,Needs Attention,High Risk
STU0420,Mechanical,3rd Year,Male,83.05,7.27,80.49,81.5,5.47,71.71,3,95.09,3,0,2,0,48.06,0,7.77,Good Standing,Low Risk
STU0421,Civil,3rd Year,Male,80.56,7.69,63.58,73.01,3.6,74.42,2,61.43,2,3,1,0,40.28,0,7.25,Needs Attention,Low Risk
STU0422,CSE-AI,2nd Year,Female,100.0,8.25,69.15,99.2,3.69,81.4,8,60.47,4,2,3,0,27.7,1,7.93,Good Standing,Low Risk
STU0423,CSE-AI,3rd Year,Female,76.99,8.9,74.58,80.59,6.43,77.39,3,92.74,5,2,0,3,36.44,0,8.1,Good Standing,Low Risk
STU0424,Civil,2nd Year,Female,76.83,9.33,55.12,77.9,4.09,48.53,7,65.17,1,2,1,2,28.79,0,7.67,Good Standing,Low Risk
STU0425,CSE,3rd Year,Male,93.31,8.62,74.58,73.04,4.61,97.2,5,56.65,2,2,1,1,42.73,0,8.46,Good Standing,Low Risk
STU0426,EEE,3rd Year,Female,87.62,6.99,54.83,65.56,6.33,68.82,6,53.4,0,0,0,1,36.46,1,6.33,Needs Attention,Medium Risk
STU0427,CSE-AI,2nd Year,Male,92.82,7.23,78.79,77.74,4.1,76.29,2,48.7,2,0,2,1,28.84,0,8.03,Good Standing,Low Risk
STU0428,Civil,2nd Year,Male,81.17,8.17,66.78,57.41,6.75,79.38,4,78.12,0,1,1,0,35.92,0,7.89,Good Standing,Low Risk
STU0429,Civil,2nd Year,Male,83.17,7.97,54.76,57.96,5.36,86.49,9,42.93,2,1,2,1,55.96,0,7.48,Needs Attention,Low Risk
STU0430,ECE,3rd Year,Male,99.01,8.97,65.04,86.15,5.18,84.83,7,90.2,2,5,0,0,19.53,0,8.93,Good Standing,Low Risk
STU0431,EEE,3rd Year,Male,71.64,9.73,65.55,52.85,3.53,70.11,4,68.63,0,0,0,1,30.46,0,7.59,Good Standing,Low Risk
STU0432,Mechanical,4th Year,Male,78.97,9.54,84.82,70.17,5.26,69.08,3,63.44,3,3,1,1,46.17,0,8.2,Good Standing,Low Risk
STU0433,CSE,2nd Year,Male,87.98,8.84,74.08,61.41,3.86,74.54,1,66.57,2,2,0,1,29.41,0,8.13,Good Standing,Low Risk
STU0434,Mechanical,3rd Year,Female,78.04,7.98,60.52,69.17,5.2,85.6,5,76.95,1,2,0,0,62.79,1,7.58,Good Standing,Medium Risk
STU0435,EEE,3rd Year,Female,74.3,8.71,91.79,76.21,4.35,50.2,2,62.95,3,0,2,1,60.82,0,7.77,Good Standing,Low Risk
STU0436,EEE,2nd Year,Male,86.18,9.0,79.52,85.81,5.95,78.31,7,67.12,0,2,1,0,61.78,0,8.24,Good Standing,Low Risk
STU0437,EEE,4th Year,Male,93.36,7.37,67.96,88.61,4.45,53.82,6,85.8,4,3,2,0,51.81,1,7.29,Needs Attention,Medium Risk
STU0438,Mechanical,2nd Year,Female,78.59,7.02,53.35,62.97,7.56,97.62,4,75.2,1,2,1,1,57.59,1,7.14,Needs Attention,Medium Risk
STU0439,EEE,4th Year,Male,78.31,6.81,66.9,68.41,4.09,73.88,6,51.25,0,1,1,2,40.43,0,6.96,Needs Attention,Medium Risk
STU0440,Civil,3rd Year,Female,73.52,6.71,69.35,100.0,3.7,61.34,4,59.38,5,2,4,1,29.82,0,7.59,Good Standing,Medium Risk
STU0441,Mechanical,4th Year,Female,77.04,6.26,76.43,71.0,5.02,74.86,4,43.28,5,6,2,1,30.86,2,7.03,Needs Attention,High Risk
STU0442,EEE,3rd Year,Female,90.84,7.72,79.29,63.41,6.12,68.15,5,79.23,2,0,0,1,12.08,0,7.52,Good Standing,Low Risk
STU0443,Civil,2nd Year,Male,80.81,6.6,81.68,65.41,6.11,65.44,4,80.83,1,6,1,0,33.71,0,7.26,Needs Attention,Low Risk
STU0444,ECE,2nd Year,Male,71.95,6.79,52.66,71.07,4.75,39.05,6,55.98,1,4,1,1,34.78,1,6.08,Needs Attention,High Risk
STU0445,EEE,2nd Year,Female,82.62,8.13,74.5,69.29,5.01,51.61,9,100.0,0,1,1,0,36.93,0,7.77,Good Standing,Low Risk
STU0446,Mechanical,4th Year,Female,90.51,7.66,70.08,71.19,5.01,65.75,4,100.0,2,0,1,0,85.4,0,7.1,Needs Attention,Low Risk
STU0447,CSE-AI,3rd Year,Female,74.38,7.89,100.0,73.74,2.88,40.99,3,70.34,2,2,1,0,26.94,0,7.43,Needs Attention,Low Risk
STU0448,EEE,2nd Year,Female,66.71,8.73,72.78,73.66,6.04,58.61,6,58.04,1,1,3,0,36.05,0,7.84,Good Standing,Low Risk
STU0449,CSE-AI,2nd Year,Female,100.0,8.28,64.53,62.53,2.61,60.0,5,74.11,1,0,1,0,78.78,1,7.63,Good Standing,Low Risk
STU0450,Civil,3rd Year,Male,66.21,8.87,73.32,78.43,2.89,55.53,6,57.68,2,1,1,0,27.61,0,8.31,Good Standing,Low Risk
STU0451,ECE,2nd Year,Female,76.41,7.57,71.9,75.45,4.58,80.36,2,84.25,2,6,2,1,21.47,0,7.38,Needs Attention,Low Risk
STU0452,CSE,3rd Year,Male,82.32,8.95,48.13,79.96,4.02,53.92,3,72.5,0,1,2,1,36.57,0,7.67,Good Standing,Low Risk
STU0453,ECE,3rd Year,Female,77.28,7.82,76.9,53.43,5.69,69.41,1,73.57,0,1,0,1,27.56,0,7.37,Needs Attention,Low Risk
STU0454,EEE,3rd Year,Male,79.25,7.65,68.27,75.88,5.17,62.35,5,96.39,1,3,2,2,59.66,0,7.32,Needs Attention,Low Risk
STU0455,CSE-AI,3rd Year,Male,85.77,8.82,71.68,50.17,4.71,66.1,7,60.71,1,3,1,0,42.71,0,7.76,Good Standing,Low Risk
STU0456,CSE-AI,3rd Year,Male,56.08,6.72,61.52,71.89,2.81,93.7,3,61.32,1,0,1,2,20.31,1,6.01,Needs Attention,High Risk
STU0457,Mechanical,4th Year,Male,67.33,9.32,58.87,81.9,4.54,70.87,3,82.88,1,1,1,1,45.75,1,8.09,Good Standing,Low Risk
STU0458,CSE-AI,2nd Year,Male,80.44,7.25,82.55,86.55,4.42,73.97,8,63.67,2,0,4,1,43.49,0,6.97,Needs Attention,Low Risk
STU0459,Mechanical,4th Year,Male,75.96,6.4,85.3,78.01,4.83,55.75,3,94.06,4,0,1,0,15.28,1,6.81,Needs Attention,Medium Risk
STU0460,Civil,2nd Year,Female,81.29,8.09,77.02,82.1,3.85,78.02,1,85.01,1,3,0,0,48.03,0,8.23,Good Standing,Low Risk
STU0461,CSE,4th Year,Male,82.28,7.16,50.27,70.41,5.28,77.34,5,64.43,2,3,1,0,48.99,0,7.12,Needs Attention,Low Risk
STU0462,EEE,3rd Year,Female,58.84,9.32,77.8,67.89,3.98,75.8,12,42.83,4,1,2,2,15.77,0,7.82,Good Standing,Low Risk
STU0463,Mechanical,2nd Year,Male,92.74,7.11,50.45,100.0,5.14,48.65,4,48.22,1,1,3,1,18.19,0,7.03,Needs Attention,Low Risk
STU0464,CSE,2nd Year,Male,75.02,7.78,64.07,83.93,5.69,58.64,6,62.77,3,3,1,1,33.7,0,7.74,Good Standing,Low Risk
STU0465,CSE-AI,4th Year,Female,71.34,6.22,82.39,59.92,3.7,90.94,3,76.07,0,3,1,2,28.8,1,6.59,Needs Attention,High Risk
STU0466,CSE-AI,4th Year,Male,82.08,8.23,79.89,53.18,3.34,57.0,6,86.53,1,2,1,0,50.74,0,7.41,Needs Attention,Low Risk
STU0467,CSE,2nd Year,Female,81.07,6.8,77.48,68.42,5.21,93.12,8,66.74,3,3,2,1,32.21,0,7.62,Good Standing,Low Risk
STU0468,CSE-AI,4th Year,Female,91.97,8.12,87.75,88.3,2.52,59.26,7,56.67,0,1,2,0,36.83,0,8.12,Good Standing,Low Risk
STU0469,Civil,4th Year,Female,82.72,7.11,78.72,74.58,6.17,70.37,5,67.89,1,2,0,1,20.95,1,7.22,Needs Attention,Medium Risk
STU0470,Civil,4th Year,Female,91.58,5.66,47.77,47.31,4.52,65.01,3,70.31,6,4,0,0,57.07,0,5.92,At Risk,Medium Risk
STU0471,CSE,3rd Year,Male,70.62,7.62,67.57,71.87,4.33,54.48,5,89.57,2,0,0,0,26.33,0,6.76,Needs Attention,Low Risk
STU0472,Mechanical,3rd Year,Male,81.42,7.58,71.5,73.97,5.32,54.71,11,88.74,1,2,0,0,21.43,0,7.74,Good Standing,Low Risk
STU0473,Mechanical,4th Year,Female,68.85,8.29,70.1,45.01,5.23,56.73,3,54.97,3,2,1,0,40.93,0,7.26,Needs Attention,Low Risk
STU0474,CSE,4th Year,Male,80.98,8.9,64.59,74.29,4.51,70.37,15,76.81,2,4,3,1,59.33,0,7.68,Good Standing,Low Risk
STU0475,Mechanical,3rd Year,Male,78.86,9.22,59.64,61.84,5.82,82.25,5,57.19,3,2,0,1,48.15,1,7.68,Good Standing,Low Risk
STU0476,Mechanical,3rd Year,Female,78.43,8.28,100.0,51.97,3.49,69.33,0,57.62,4,4,1,1,29.84,0,8.31,Good Standing,Low Risk
STU0477,Civil,2nd Year,Male,78.51,7.75,67.34,93.25,5.57,67.47,5,85.58,1,2,2,0,32.71,0,7.68,Good Standing,Low Risk
STU0478,Mechanical,2nd Year,Female,87.36,6.22,100.0,61.31,2.88,87.37,5,67.01,2,1,1,0,15.71,1,6.66,Needs Attention,Medium Risk
STU0479,ECE,3rd Year,Female,63.93,7.68,58.3,65.99,5.27,68.66,3,79.6,1,1,1,0,74.65,1,6.43,Needs Attention,Medium Risk
STU0480,EEE,4th Year,Male,71.0,7.69,79.88,65.83,4.01,59.31,1,78.02,1,0,0,1,67.93,0,7.36,Needs Attention,Low Risk
STU0481,CSE-AI,4th Year,Male,79.59,7.32,74.76,74.03,2.53,52.04,4,68.81,1,1,1,1,45.19,0,6.82,Needs Attention,Low Risk
STU0482,ECE,4th Year,Male,68.21,8.07,60.94,95.2,4.88,88.33,5,74.99,3,4,3,2,39.78,0,8.35,Good Standing,Low Risk
STU0483,Mechanical,4th Year,Female,80.46,8.51,66.39,59.65,4.45,62.73,2,73.06,5,2,1,3,19.73,0,8.18,Good Standing,Low Risk
STU0484,Civil,2nd Year,Female,79.49,6.76,71.82,70.32,2.19,58.74,4,52.74,2,0,1,3,37.37,0,7.02,Needs Attention,Medium Risk
STU0485,CSE,3rd Year,Male,65.96,6.75,61.87,75.45,1.33,57.36,7,77.31,3,2,2,3,56.04,2,6.18,Needs Attention,High Risk
STU0486,Mechanical,4th Year,Male,65.47,7.37,68.93,63.57,4.27,87.43,4,59.41,1,3,1,1,53.13,0,7.34,Needs Attention,Low Risk
STU0487,Civil,2nd Year,Male,53.76,6.95,43.62,70.13,6.93,58.83,6,53.96,2,2,0,0,31.89,0,6.4,Needs Attention,Medium Risk
STU0488,EEE,4th Year,Male,67.79,6.02,80.54,81.13,4.98,83.85,6,82.82,2,1,0,3,54.41,0,6.81,Needs Attention,Medium Risk
STU0489,Mechanical,3rd Year,Female,80.14,6.6,86.73,64.93,3.5,64.31,7,61.13,4,3,2,1,60.83,0,6.77,Needs Attention,Low Risk
STU0490,CSE,2nd Year,Male,81.56,6.39,77.45,69.94,6.12,48.67,8,86.66,5,3,1,2,40.62,1,6.9,Needs Attention,Medium Risk
STU0491,Civil,3rd Year,Female,82.02,8.59,99.17,68.82,5.86,62.68,4,86.48,2,3,0,0,57.67,0,8.02,Good Standing,Low Risk
STU0492,Civil,3rd Year,Female,72.22,9.03,80.19,72.75,6.41,67.48,6,62.85,4,1,2,1,69.71,0,8.16,Good Standing,Low Risk
STU0493,Civil,2nd Year,Male,79.82,6.51,85.71,76.92,5.53,66.16,5,86.03,2,2,1,0,74.48,1,6.71,Needs Attention,Medium Risk
STU0494,EEE,2nd Year,Male,83.97,7.99,86.86,81.04,5.83,65.76,6,64.16,0,1,1,1,29.19,0,7.74,Good Standing,Low Risk
STU0495,Mechanical,2nd Year,Male,67.32,8.29,40.0,97.25,5.6,62.85,4,68.97,1,0,0,1,47.98,0,6.56,Needs Attention,Low Risk
STU0496,EEE,2nd Year,Female,81.23,6.16,77.08,42.1,3.78,55.44,2,77.41,4,0,0,1,52.66,0,6.13,Needs Attention,Medium Risk
STU0497,CSE-AI,2nd Year,Male,86.56,7.64,55.4,71.99,2.04,68.17,2,100.0,2,3,0,0,39.66,0,6.95,Needs Attention,Low Risk
STU0498,CSE-AI,2nd Year,Male,75.09,9.78,57.83,57.63,3.72,76.66,10,84.11,2,4,0,0,62.39,0,7.94,Good Standing,Low Risk
STU0499,Mechanical,2nd Year,Female,90.62,8.11,59.92,69.38,6.16,44.6,2,69.13,3,4,0,1,41.01,0,7.96,Good Standing,Low Risk
STU0500,EEE,4th Year,Male,75.33,7.28,68.25,84.57,3.93,88.78,4,71.55,5,2,0,0,37.25,0,7.46,Needs Attention,Low Risk
STU0501,CSE,3rd Year,Female,71.4,7.0,79.81,88.37,4.28,20.0,8,46.25,1,1,1,0,16.34,0,7.08,Needs Attention,Medium Risk
STU0502,Civil,2nd Year,Male,85.57,5.68,77.21,88.94,2.75,69.2,3,85.07,0,2,0,2,9.58,2,6.68,Needs Attention,High Risk
STU0503,Civil,4th Year,Female,100.0,7.92,71.85,88.82,3.67,75.46,12,83.46,0,2,0,0,33.7,0,8.31,Good Standing,Low Risk
STU0504,Mechanical,4th Year,Male,80.85,9.25,80.67,71.91,4.49,58.35,2,74.25,2,0,0,1,5.0,0,7.95,Good Standing,Low Risk
STU0505,CSE-AI,4th Year,Male,86.35,6.77,81.4,90.78,5.24,33.99,3,80.77,1,3,1,0,62.4,1,6.77,Needs Attention,Medium Risk
STU0506,CSE-AI,3rd Year,Female,74.91,5.76,77.31,93.16,3.81,66.45,7,39.62,4,1,2,0,56.0,0,6.67,Needs Attention,Medium Risk
STU0507,Civil,2nd Year,Female,67.58,6.9,51.31,75.67,3.71,70.72,3,53.77,1,1,1,2,52.42,0,6.22,Needs Attention,Medium Risk
STU0508,Mechanical,4th Year,Male,81.66,8.29,63.13,88.13,5.76,49.62,6,97.02,0,1,1,0,60.03,0,7.51,Good Standing,Low Risk
STU0509,EEE,3rd Year,Female,83.24,7.11,72.32,74.49,4.99,54.72,4,66.13,2,2,1,2,35.04,2,6.67,Needs Attention,High Risk
STU0510,CSE-AI,3rd Year,Female,76.42,6.76,80.8,90.92,5.17,83.4,4,81.36,2,2,0,0,43.98,0,7.16,Needs Attention,Low Risk
STU0511,EEE,3rd Year,Female,86.31,7.52,56.06,72.06,6.79,69.88,0,58.8,0,2,3,1,33.32,1,7.31,Needs Attention,Medium Risk
STU0512,CSE-AI,4th Year,Female,73.46,7.71,71.86,66.69,3.74,43.86,9,63.37,5,2,0,1,59.96,0,7.56,Good Standing,Low Risk
STU0513,CSE-AI,2nd Year,Male,70.98,6.25,53.21,60.56,4.43,75.2,5,97.82,5,1,0,0,5.0,1,6.21,Needs Attention,High Risk
STU0514,ECE,4th Year,Male,90.61,7.3,84.31,71.92,5.33,53.11,1,67.64,1,3,4,2,59.96,1,7.46,Needs Attention,Low Risk
STU0515,CSE-AI,4th Year,Female,90.65,7.05,74.91,75.01,3.19,55.6,5,77.85,3,2,3,0,7.22,0,7.3,Needs Attention,Low Risk
STU0516,CSE,2nd Year,Female,73.66,6.92,55.85,62.65,4.84,71.16,3,71.96,3,0,2,2,36.29,0,6.65,Needs Attention,Medium Risk
STU0517,Mechanical,2nd Year,Female,97.19,6.58,55.77,71.0,4.53,69.67,3,73.7,2,0,1,1,21.11,0,7.26,Needs Attention,Low Risk
STU0518,Mechanical,2nd Year,Female,77.13,8.35,76.65,67.68,8.67,61.56,7,73.18,3,3,4,1,37.55,0,8.02,Good Standing,Low Risk
STU0519,EEE,3rd Year,Male,80.85,6.92,88.5,61.08,4.65,59.93,9,40.34,1,1,0,2,30.05,2,6.03,Needs Attention,High Risk
STU0520,CSE-AI,2nd Year,Male,79.15,5.7,58.84,86.43,6.24,63.99,5,77.16,1,2,1,0,33.07,1,6.2,Needs Attention,High Risk
STU0521,CSE,4th Year,Female,85.24,7.74,81.44,88.54,5.74,55.51,5,61.94,1,2,1,0,49.85,0,7.83,Good Standing,Low Risk
STU0522,EEE,2nd Year,Female,82.71,8.15,65.49,86.38,2.77,85.42,4,96.69,4,1,2,1,44.05,0,7.71,Good Standing,Low Risk
